date,CLF17,CLG17,CLH17,CLJ17,CLK17,CLM17,CLN17,CLQ17,CLU17,CLZ17,CSZ16,CSF17,CSG17,CSH17,CSJ17,CSK17,CSM17,CSN17,CSQ17,CSU17,CSV17,CSX17,CSZ17,WBSF17,WBSG17,WBSH17,WBSJ17,WBSK17,WBSM17,WBSN17,WBSQ17,WBSU17,WBSZ17,WSPZ16,WSPF17,WSPG17,WSPH17,WSPJ17,WSPK17,WSPM17,0
time,0.0279091,0.0326973,0.0630613,-0.0680641,-0.322835,0.0887648,-0.280608,0.0212164,-0.722293,0.109494,-0.0498138,0.121493,0.0830737,0.0246253,0.0114946,-0.0143573,0.0694006,0.0382494,0.00714805,0.00927454,-0.00562911,0.00457695,0.0193636,-0.00813603,-0.0106157,0.0065079,0.0897513,0.0164826,-0.0489933,-0.0376548,-0.0325318,-0.0172878,-0.0653392,-0.074277,0.0445252,0.0636148,0.0366656,0.0391637,-0.00953636,-0.0194321,0
time,-0.0304575,-0.0519821,-0.0786254,-0.129187,0.162955,-0.0116041,0.103029,0.05516,-0.20923,-0.0339495,0.0333611,0.0018064,-0.0588301,0.0136702,-0.00558076,-0.0296931,-0.00516619,0.00743359,-0.000914175,0.00099232,0.0211375,0.00472133,0.00334141,0.00491587,0.00186415,0.00624419,-0.0698946,0.00907356,0.0093641,0.000708757,-0.0208248,0.0123213,0.0263968,0.0258897,-0.0379613,-0.0232912,-0.0288083,-0.00790117,0.00204095,0.0020374,0
time,0.0120915,-0.014252,0.0277245,0.254536,0.0923558,0.0719906,0.151601,-0.0612721,0.119722,-0.00402309,-0.019374,0.0130817,0.000734357,-0.00154763,0.00596555,0.0222376,0.00404984,-0.0166899,0.0187792,0.00305885,-0.00390728,-0.00908587,-0.00686657,0.0212669,0.00384482,-0.0386935,0.0456963,-0.0131655,-0.0100581,-0.0106664,-0.0442415,0.0285884,-0.00328761,-0.00288942,0.00150264,0.0220005,0.0245073,0.0342265,0.0167167,0.00564858,0
time,0.00081286,0.0181773,0.0174483,-0.081556,0.0417065,0.0113871,-0.117182,0.0765941,-0.33918,0.0354021,-0.017566,0.034152,-0.0235435,-0.00522459,0.00463344,-0.0326157,0.0379025,0.0106568,0.0162459,-0.00303791,-0.0181234,0.0065905,-0.0074695,-0.00249668,-0.00403753,-0.0219793,0.0278581,0.0130331,0.00066263,-0.0198515,-0.0053779,-0.0217132,-0.0190357,-0.019554,0.00427727,0.029453,0.0233403,0.0642905,0.00589188,0.0136844,0
time,0.0269303,0.0132061,-0.0136936,0.0197051,0.202167,-0.0432783,0.148471,-0.0261253,0.839719,-0.056953,0.0481726,-0.0950052,-0.0286316,0.0114776,0.00908315,0.0202538,-0.0498961,-0.0263987,0.000195192,-0.00163358,0.00725268,-0.00408581,0.00733558,0.0198866,-0.0126596,-0.0170523,-0.0703332,-0.00814035,0.0284085,0.0369395,0.0378515,0.0664901,0.0549344,0.0553932,0.013898,0.00198492,0.00946383,0.00401695,-0.0317809,-0.0222748,0
time,0.0221963,-0.0070335,0.0375702,-0.118414,-0.0430513,0.0122368,-0.209328,0.00288927,-0.477697,0.0194309,0.0246663,0.00888739,0.0055512,0.0509851,-0.00578014,-0.00377251,0.0129661,0.00465178,0.0071893,-0.00832437,-0.0256845,0.00862733,-0.00534167,-0.00364812,-0.0165895,-0.00217932,-0.0320439,0.0303445,-0.00419458,-0.00855478,-0.0334404,0.0126605,-0.0113955,-0.0181906,-0.00172956,0.0119858,0.0342263,0.0610673,0.00329045,-0.00866569,0
time,-0.0399584,0.0182687,0.0473093,-0.122189,0.0632344,-0.00991228,0.0375175,-0.0844143,0.218321,-0.0272012,0.0100879,-0.0670721,-0.0225854,0.0167922,-0.00607883,-0.000991857,-0.0109735,-0.0202013,0.00882361,0.0122171,0.016312,-0.00137555,-0.0128502,-0.000772856,4.34227e-05,0.00821737,-0.0226203,-0.00973492,0.0251084,0.00688289,0.0324132,0.0199027,0.0283868,0.0317019,-0.0428399,0.00224195,0.0130855,-0.00545859,0.0188413,0.00148617,0
time,0.00219261,-0.0119338,0.0202217,0.0236904,0.0854464,0.0280326,0.134137,-0.107288,0.515575,-0.0135893,0.0106487,-0.0296635,-0.0448919,-0.0226529,0.00128087,0.0126945,-0.0434034,-0.0284464,0.0091492,0.0033034,0.00828508,0.00818898,0.00883077,0.0120416,0.00204594,0.0325259,-0.0260954,0.000229169,0.00826322,0.020699,0.026711,0.0217526,0.0251267,0.0255442,0.0125597,0.0121621,0.0351071,0.0548863,0.0157426,0.00877086,0
time,-0.00478162,-0.00122636,-0.00337763,0.00492934,0.217456,-0.0410544,0.138684,-0.00623906,0.696293,-0.0589352,0.0162815,-0.0579146,-0.0319223,-0.0165591,-0.00742556,0.0363842,-0.0763726,-0.0333368,-0.00472191,0.000372381,0.015728,0.00397675,-0.0119521,0.00628777,-0.00403752,-0.00175301,-0.0599001,0.000114502,0.0304596,0.0279111,0.0312255,0.0655056,0.0564924,0.0662596,-0.00885032,-0.0138738,0.00969491,0.011731,0.00785777,0.013151,0
time,0.0068583,-0.0357942,-0.0317891,0.148271,-0.0993898,0.0669546,-0.0107313,0.103308,-0.645001,0.023442,0.00371704,0.0156487,0.0265224,0.00449421,-0.019101,-0.00845689,0.0190473,0.0220721,0.00254269,0.00507814,-0.00341689,-0.00136898,0.00474321,-0.0229346,0.0115578,-0.0178961,0.0418791,0.00172896,-0.0190883,-0.00588684,-0.0532673,-0.0230724,-0.0319247,-0.0379628,0.00673663,-0.0356592,-0.0605135,-0.108205,0.0128686,-0.00260949,0
time,-0.0617415,0.0114549,0.00879887,-0.000578932,-0.137716,0.0431717,-0.0128367,0.0406464,-0.410987,0.0148652,-0.020116,0.0388555,0.00672053,0.03069,0.00102381,-0.000455115,0.0201804,0.025311,-0.00746085,0.00294962,-0.00889312,-0.00645311,-0.0101296,-0.00450085,0.0181565,0.0192559,0.0436919,-0.0113638,-0.0150688,-0.0242595,-0.0155739,-0.00213184,-0.0318215,-0.0368255,-0.0257233,0.024394,-0.00591827,-0.0354987,0.00585572,0.0158848,0
time,-0.0493235,0.00228585,-0.0565769,-0.188663,-0.161487,-0.0130052,-0.191056,0.134066,-0.60075,0.03989,0.0274431,0.0391423,0.054545,-0.0151558,0.00266237,-0.0333026,0.050146,0.0278796,-0.0259463,0.00176347,0.00967529,0.0096527,0.00897419,-0.0087824,0.00463141,-0.0114882,0.0456912,0.0171472,-0.0103005,-0.0230284,0.00584133,-0.041172,-0.0359935,-0.0307672,-0.0406535,0.000894371,-0.0353605,-0.0602831,-0.0105523,-0.0154319,0
time,-0.00719165,-0.0138392,-0.0661524,0.11275,-0.0608781,-0.0172687,0.013379,-0.00296911,0.109445,0.027176,0.00352171,-0.00356791,0.00117527,0.0259463,-0.00821591,-0.00822942,0.00658535,0.00850915,0.000225689,0.000303401,-0.00382421,-0.00243901,-0.00459553,-0.00177556,0.0138833,-0.0012001,0.0119069,-0.00563155,-0.0017548,0.00773269,0.0178407,-0.0126722,-0.00994363,-0.0132043,-0.00214463,0.0085019,-0.0624272,-0.0616444,0.000612948,0.0236262,0
time,-0.00254634,0.0216413,-0.06267,-0.0616847,-0.0365076,0.000203121,0.0845805,0.0455056,-0.439891,-0.0118515,-0.0019827,-0.0033037,-0.0101126,0.0116308,-0.00121866,-0.0280674,0.0211711,0.0211077,-0.00406945,0.0016568,-0.00167847,-0.00135439,-0.00224018,-0.00699923,-0.0107924,-0.0165527,-0.0294908,-0.0145325,-0.00460163,-0.00246347,-0.0146922,-0.0262029,0.00965093,0.0148984,0.00218504,0.00450144,-0.0330773,-0.0216927,0.00492337,0.00809242,0
time,0.0122356,0.00139582,-0.0244237,0.0529356,-0.146093,0.109687,-0.227536,0.0590549,-0.76854,0.0343783,-0.0742955,0.0210765,0.0262827,0.0180872,0.00534572,-0.0217937,0.088997,0.0313922,-0.0180075,-0.0212831,-9.52283e-05,0.0038436,-0.00219401,-0.0257751,-0.00606496,0.00518634,0.0955157,-0.00113578,-0.0144553,-0.0313011,-0.0167229,-0.0408378,-0.0290118,-0.0258336,0.0357913,-0.0310336,-0.0313651,-0.0443681,-0.00331423,0.0150011,0
time,0.0474074,0.0153924,0.0664357,0.00498151,0.0263574,0.00586917,0.0868399,0.0292025,0.0554119,0.0565224,-0.00189941,-0.0111237,-0.0161879,-0.00205282,0.0124879,0.0150951,0.00230579,0.0063042,0.0148465,0.00760858,0.0101579,-0.00443966,0.00195282,-0.0048068,-0.0042162,-0.0244169,-0.0163993,-0.0116773,-0.00258676,-0.00364818,0.0075411,0.0117734,-0.000691799,-0.00320752,0.0360412,0.0124679,0.0243676,0.0265547,-0.0204987,0.0124877,0
time,-0.00329716,-0.0202649,-0.0212585,-0.0945014,-0.448492,0.042653,-0.332841,0.12181,-1.78076,0.108844,-0.0613596,0.116792,0.095749,0.00323386,-0.0069803,-0.0536755,0.107353,0.0875843,0.00595684,-0.000148159,-0.00347347,0.0108523,-0.000254574,-0.047317,0.00959451,-0.0290631,0.152878,0.0358794,-0.0632379,-0.0537474,-0.0523658,-0.0906152,-0.103217,-0.104429,-0.0140924,-0.0365402,-0.0385338,-0.0345743,0.02193,-0.00527616,0
time,-0.0185815,-0.040703,0.0397837,0.11223,0.0895674,-0.0041276,0.0765869,-0.0661572,0.135988,-0.0234753,0.00304098,0.00576383,0.00493882,0.0171995,0.00631078,-0.00764976,0.0033836,-0.00566158,-0.00216794,0.00463414,-0.0145282,0.00453566,-0.000963377,0.0158782,0.00397185,0.000430618,0.0188542,-0.00829048,-0.0169311,-0.00128514,-0.0135049,0.00188601,-0.012423,-0.00304184,-0.00684333,-0.0404432,0.0311226,0.059282,0.00389963,0.0112381,0
time,-0.0204233,-0.0344832,0.0379025,0.0192486,-0.100593,-0.0030548,-0.0736577,0.0244437,-0.516217,0.00198084,0.0025158,0.00979362,0.0264062,0.013925,-0.0097638,-0.0117005,0.0275785,0.0134411,-0.0018556,0.0027725,-0.00360554,-0.00558186,0.0132198,-0.0112709,0.00204472,-0.0148881,0.0603793,-0.00844838,-0.0177743,-0.0131801,-0.0326212,-0.0361151,-0.0295327,-0.0295716,-0.0139419,-0.043357,0.0057067,-0.0170026,0.0115393,-0.0141203,0
time,-0.0438365,0.0360383,0.055963,0.0284064,-0.0172849,-0.0431128,0.0477296,0.0311618,-0.263338,0.0215391,-0.0215793,0.0242295,0.0409954,0.00993434,0.0212883,0.00841863,-0.00555285,0.0079508,0.00319987,0.00871009,-0.0208061,-0.00151031,0.0141076,-0.00146866,0.00100061,0.0133473,0.00446089,-0.0139358,-0.0113757,-0.00958254,-0.0155377,-0.0170643,-0.0244718,-0.0226497,-0.0310958,0.024979,0.00170018,0.0320715,0.0073749,0.00719997,0
time,-0.0111174,-0.0218739,0.0103494,0.122159,-0.091906,0.0461236,-0.109948,0.0209394,0.0467806,0.0430429,0.0207624,0.0481668,0.0333089,-0.00586618,0.0112272,-0.000386492,-0.0221442,0.00871668,0.0127123,0.00148698,-0.0077333,-0.00173567,0.00604431,-0.00307515,-0.00118522,0.00391936,0.0732041,0.0186407,-0.0265636,-0.00156424,-0.0164789,-0.00512984,-0.0313198,-0.033509,-0.00359111,0.0029099,0.028852,0.0712075,-0.0144751,0.0106613,0
time,0.0400852,-0.00239106,-0.050014,0.0420833,0.307144,-0.0796856,0.110862,-0.0447959,0.729585,-0.10028,0.0416526,-0.0878573,-0.0625848,0.0107714,-0.0233214,0.00465324,-0.0415711,-0.0330031,0.00508734,0.00993164,-0.00524184,0.000421456,-0.00657905,0.0130087,-0.0084464,-0.00350879,-0.105416,0.00882994,0.0422629,0.0304637,0.0549196,0.0365396,0.0715065,0.0714465,0.033683,-0.00182851,-0.0233095,-0.0169149,-0.00560646,0.00623828,0
time,-0.0399749,0.0143502,-0.0227943,-0.0965805,-0.0157082,-0.0419046,-0.0219567,0.0299809,0.329067,0.0176432,-0.0232577,-0.050959,-0.00153862,-0.000941723,0.00166521,0.0261178,-0.0497756,0.00821158,0.0071845,0.00622244,0.0199872,0.00923156,0.00274201,-0.00189085,0.000327385,-0.0153648,-0.0414703,0.0124278,0.0132334,0.0023006,0.0259943,0.00384971,0.0139545,0.0130511,-0.0363306,0.0166037,-0.0319302,-0.0311512,0.00986511,0.0520828,0
time,-0.00943161,-0.0188999,0.0224366,-0.0993913,-0.137365,-0.0183675,-0.112477,0.0243248,-0.744411,0.0474997,-0.00848562,0.0455483,0.0354598,0.0186054,0.00924047,-0.0400398,0.028065,0.0384293,0.00671346,-0.0140855,-0.00462461,0.0050985,-0.00613639,-0.00612771,-0.00692113,-0.00620646,0.0297906,0.0121299,-0.0150169,-0.0190078,-0.0312412,-0.0112046,-0.0226626,-0.0124638,-0.00673008,-0.0153958,0.00994235,0.0260489,0.0198701,0.00799102,0
time,0.0410392,-0.0459891,0.0191994,0.0336205,0.194768,-0.0769795,0.0247319,0.00426961,0.817239,-0.0209211,0.0329428,-0.0594943,-0.0293074,0.0166203,0.00777206,0.0186465,-0.0631168,-0.0350029,0.00464271,0.0129017,-0.00615889,0.00471516,4.06958e-05,0.00876619,-0.0011136,-0.0212714,-0.0599838,0.0286264,0.0287925,0.0304432,0.0255975,0.0519399,0.0422124,0.0462433,0.0415381,-0.0251281,0.00342278,-0.0124815,-0.00976128,-0.0168496,0
time,-0.0157843,0.00973387,0.0325217,-0.0320613,-0.290936,0.0955085,-0.114938,0.00676693,-1.18124,0.0683435,-0.0420641,0.0567805,0.0283441,0.00957824,-0.00908374,0.00327277,0.0865418,0.0522847,-0.00365803,0.00300889,-0.01173,0.00189991,-0.00516603,-0.010711,0.00225886,-0.0149452,0.134375,-0.00182799,-0.0461765,-0.0485305,-0.0574537,-0.0550995,-0.066397,-0.0646334,-0.00825969,0.000235177,0.00882544,0.00468238,0.0107223,-0.0179522,0
time,0.000205528,-0.00340051,0.0638666,0.186395,0.105285,-0.0104708,0.0284893,-0.0789713,0.277924,-0.0131336,-0.0263037,-0.00665501,-0.017655,0.00214422,0.0102642,0.0220254,-0.0237393,-0.0186892,0.00537957,-0.0128664,-0.00721886,0.00012336,0.00762264,0.0025484,0.00798529,-0.027612,0.0115344,-0.00379835,0.0100658,-0.0020032,-0.0111894,0.0020238,0.0058714,0.00890063,0.0075657,0.00476806,0.0386013,0.0666646,0.0187004,0.00321558,0
time,0.0255516,-0.017565,-0.0174212,0.054682,0.200714,-0.062265,0.0808282,-0.0431681,0.730949,-0.030582,-0.0179577,-0.0508013,-0.0573031,-0.0154215,-0.00665899,0.00516766,-0.0280271,-0.0239387,-0.00522253,-0.00273686,0.00480108,-0.00314312,-0.00722732,0.00324391,-0.00932061,0.0393866,-0.0484942,-0.0141654,0.0296826,0.0348466,0.00702209,0.0414327,0.0323904,0.036084,0.030612,0.00101844,0.0111013,-0.0335994,0.0192295,-0.00521782,0
time,0.0494444,0.000274322,0.00275761,0.192985,0.0223735,0.0687385,-0.00415732,-0.0223739,-0.295708,-0.0181721,-0.0319844,-0.0267162,0.0173006,-0.0159736,0.00238097,0.0162522,0.00297475,-0.00579663,-0.00669856,-0.0138164,-0.0125698,0.00107063,-0.00380689,0.00969399,0.00106099,0.0131192,0.0168191,-0.0185469,-0.0049952,-0.00577673,0.000368697,0.0103811,0.00784491,0.00449486,0.0236392,0.0152476,0.0034505,0.0264428,0.00257622,-0.0127137,0
time,-0.00553501,0.0127549,-0.0459793,0.0920998,0.261253,-0.0936385,0.423198,-0.0348568,1.17461,-0.0638422,0.0656693,-0.0804162,-0.0362165,-0.0176706,-0.0256728,0.0537084,-0.0681119,-0.0452993,-0.0071029,0.00609572,0.0249965,-0.00884106,0.0174123,0.0152628,0.00968143,0.0154401,-0.0812266,-0.0351057,0.0204723,0.0238179,0.0206308,0.0391318,0.0498495,0.0499253,0.00401042,-0.0223781,-0.0296823,-0.0292107,-0.000902907,0.000734516,0
time,0.0281905,0.0164287,-0.000329302,0.181794,0.159792,-0.0480109,0.00658207,-0.15369,-0.0590246,-0.0381637,0.00459302,0.0302304,-0.0179174,0.0124538,-0.0180052,-0.00222937,0.0116126,0.00149972,0.0103551,0.000605985,-0.0171302,0.0109891,-0.0226854,0.00905644,0.0078411,-0.044357,-0.028565,0.00609942,-0.00273092,-0.00623941,0.00131004,-0.019379,0.0111508,0.00965848,0.0142873,-0.0104879,0.000523493,0.013199,-0.0039458,0.0275741,0
time,-0.0146027,-0.00903882,-0.0415922,-0.173004,0.187686,-0.0753542,-0.0552908,0.0585511,0.120915,-0.092327,0.057957,-0.0509599,-0.0458186,0.0104841,-0.0187542,-0.0197042,-0.0248146,-0.0338457,-0.0120849,-0.00515712,0.00882566,0.00792945,0.00499484,0.00391769,-0.00621405,-0.0283771,-0.0825059,0.0154361,0.0341745,0.0111725,0.00603182,0.0084545,0.0507172,0.0522102,-0.0164861,-0.00280672,-0.0181332,-0.0367992,0.030189,-0.020976,0
time,-0.0132909,-0.00636039,0.0027025,-0.128506,0.124427,-0.0866106,0.244872,-0.0845982,0.915488,-0.0805172,0.00725528,-0.0585622,-0.0118647,0.00716715,-0.0171998,-0.00723253,-0.0298293,-0.0348197,-0.00227359,0.0106228,0.0146618,0.00445083,0.0191256,0.00965317,-0.010137,-0.00694277,-0.103539,-0.0123281,0.0381588,0.0421625,0.0347522,0.0349409,0.056267,0.0641978,-0.00453799,-0.0152775,-0.0208092,-0.0457054,0.016279,0.0236115,0
time,-0.0179641,0.0500372,-0.00420486,0.0343058,0.0217457,0.0390817,-0.125528,0.00883663,-0.30241,0.0208484,-0.0148624,0.00609003,-0.00143544,-0.0304663,-0.00124273,-0.0276378,0.0229034,-0.00134492,0.00271113,-0.00613507,-0.0124391,-0.00334399,-0.00549631,-0.00310886,0.0103708,-0.00546619,0.00955552,0.0096981,-0.0121786,-0.00481979,0.0247042,-0.0197225,-0.0124693,-0.0134822,-0.0301612,0.0132717,0.0143977,0.0263543,-0.00302306,-0.0115658,0
time,-0.00518398,0.0117904,0.0503101,0.101819,0.114994,0.0696001,0.155302,-0.134835,0.582485,-0.0431869,0.00877245,-0.00319737,-0.0162506,0.00378892,0.0142031,0.00618269,-0.0515169,-0.0295784,-0.00658762,-0.00134699,-0.0239879,-0.00922581,-0.00594922,0.0225966,0.000819833,0.0325062,0.0105774,-0.00999243,0.00676062,0.0166385,0.0152361,0.0124879,0.0193663,0.0201113,-0.00652966,0.0104476,0.0236978,0.0385574,-0.0137667,0.00921527,0
time,0.0483171,0.00256161,0.0164423,0.386967,-0.0220926,0.124789,-0.0140272,-0.00478323,-0.975572,-0.0156332,-0.0430437,0.0349531,0.0299991,0.00560154,-0.0151142,0.0159032,0.0675121,0.0102171,-0.0113698,-0.00394169,-0.0053509,8.94073e-05,-0.0166716,-0.0153664,0.0211767,0.00038195,0.0996044,0.00590777,-0.0178133,-0.0198609,-0.0471984,-0.0353939,-0.02396,-0.0276608,0.0063298,-0.0127508,0.0348128,0.0359302,0.00529315,-0.0195821,0
time,0.0528839,-0.0476888,-0.0574813,0.25009,0.01686,0.0447744,0.121638,0.0124047,-0.310981,-0.0301723,-0.00530009,0.0385026,0.0219555,-0.00456572,0.000725715,0.0064377,0.0127974,0.00974374,-0.00579854,-0.00753669,0.00874365,-0.0103332,0.00292863,0.00510338,0.016023,-0.0278179,0.0199609,-0.00178323,-0.0159286,-0.0106213,-0.0197994,-0.0137465,-0.0110583,-0.0141441,0.0310043,-0.0236117,-0.0190208,-0.00378224,-0.0021082,-0.0142953,0
time,0.0359352,0.00658626,0.0156068,0.150863,0.218754,-0.0523718,0.331089,-0.038776,0.480413,-0.0792178,0.0223078,-0.0523811,-0.0371427,-0.0396379,-0.00400057,0.0475488,-0.0517261,-0.0397889,-0.00293108,0.00525347,0.00938023,0.00361382,-0.0123581,0.00765195,0.00734679,0.0354469,-0.0528489,-0.0234054,0.0423995,0.0271469,0.00612076,-0.00533169,0.0444547,0.0473431,0.0349835,0.0104759,0.043382,0.0789056,-0.0198557,0.00590976,0
time,0.0200712,-0.0295263,-0.0203538,-0.167649,-0.0120366,-0.0604551,-0.166103,0.0622162,0.0171036,0.0428261,0.0271694,-0.00624011,-0.0285353,-0.0148052,0.00693184,-0.0125248,-7.11836e-05,0.00848387,0.00417191,0.0096219,-0.0236819,0.00948093,0.00797867,-0.0149202,-0.00323832,-0.0204123,-0.0159231,0.0159777,0.00731178,-0.00471571,-0.0180023,-0.0237671,-0.0107866,-0.00545056,0.0180364,-0.0305705,0.0249884,0.0229282,-0.0132166,-0.0176056,0
time,0.0180642,-0.0268493,0.0705133,0.184305,-0.00762733,0.0379838,0.239457,-0.072494,-0.709098,0.00277834,-0.0191626,0.0225268,-0.0294721,-0.00469238,0.00131216,0.0106301,0.0357712,0.000354154,0.00667446,-0.0216934,-0.00630876,0.00316593,0.00104227,-0.00437659,0.000997628,-0.00438057,0.0573665,-0.0334327,-0.0186669,-0.0209155,-0.0677249,-0.039608,-0.0220747,-0.0264077,0.0211515,-0.0239732,0.075695,0.0761684,0.0317942,0.0102647,0
time,0.0209315,-0.0403321,-0.0591647,-0.230855,-0.0730711,0.0552201,-0.234789,0.0416325,0.0757033,0.0206139,-0.0211438,0.0026308,0.0210796,-0.0316468,0.00527418,-0.0340776,0.0284448,0.00968588,0.00757407,-0.00389059,0.0109502,-0.00196584,0.0157455,-0.0141585,-0.00597674,-0.0167481,-0.00175093,0.0300898,-0.0169315,-0.00668816,0.00806357,-0.00821433,-0.0213003,-0.0286022,0.0311001,-0.0445455,-0.01736,0.00558582,-0.0132651,-0.00129606,0
time,-0.0165664,0.0269159,0.0232364,0.10649,0.217322,-0.0354357,0.285232,-0.0716642,0.628638,-0.0533199,0.0320944,-0.0458863,-0.0246791,0.00886437,-0.00477288,0.0601359,-0.0393063,-0.0422806,0.00623571,0.0105218,-0.0120799,-0.00118837,0.014122,0.0192892,0.00581143,0.008458,-0.0283612,-0.0141692,0.0204065,0.0138426,0.0199738,0.0346252,0.0392962,0.0375023,0.00233658,0.0403787,0.0311913,0.0521761,-0.00977323,0.0140814,0
